37.798439,-122.402248
37.800539,-122.396966
37.798031,-122.394973
37.790436,-122.401266
37.33182,-122.03118
37.50734,-122.246944
37.484282,-122.225865
37.770138,-122.406353
37.782187,-122.409907
37.782052,-122.409694
37.782292,-122.409546
37.782762,-122.410379
37.782762,-122.410379
37.249966,-121.967384
37.782989,-122.393071
37.792085,-122.399368
37.792085,-122.399368
37.781703,-122.408409
37.544412,-122.293699
37.779299,-122.405026
37.407728,-122.077488
37.781519,-122.407699
37.781709,-122.407809
37.781409,-122.407592
37.424205,-122.098878
37.787677,-122.398995
37.783697,-122.408966
37.78376,-122.408816
37.780922,-122.406243
37.778197,-122.40252
37.778387,-122.402266
37.799885,-122.400479
37.799885,-122.400479
37.555726,-122.276719
37.635,-122.424555
37.740966,-122.394958
37.783436,-122.408038
37.559895,-122.287037
37.628293,-122.426523
37.485152,-122.229612
37.559665,-122.275934
37.48487,-122.229315
37.796759,-122.403471
37.395208,-122.079159
37.400617,-122.032115
37.485417,-122.229213
37.779555,-122.4015
37.789422,-122.400547
37.788638,-122.403344
37.788693,-122.403332
37.782267,-122.391248
37.776363,-122.416331
37.776363,-122.416331
37.781822,-122.403975
37.781822,-122.403975
37.781833,-122.403986
37.381451,-122.036953
37.797157,-122.403406
37.776105,-122.397302
37.78845,-122.399909
37.78844,-122.399855
37.78844,-122.399855
37.78844,-122.399855
37.78835,-122.399738
37.798028,-122.40251
37.78451,-122.406709
37.784219,-122.406176
37.782188,-122.400495
37.783518,-122.406862
37.783535,-122.406855
37.784688,-122.40694
37.782493,-122.403364
37.782493,-122.403364
37.799195,-122.401373
37.421099,-122.101449
37.797747,-122.402228
37.784414,-122.404915
37.486075,-122.231216
37.491223,-122.228606
37.386564,-122.084176
37.386495,-122.084129
37.785885,-122.405289
37.776318,-122.393848
37.785885,-122.405289
37.782143,-122.400493
37.782143,-122.400493
37.690223,-121.930334
37.690223,-121.930334
37.690223,-121.930334
37.559179,-122.286982
37.853277,-122.293637
37.776697,-122.402105
37.395589,-122.031758
37.539124,-122.06178
37.805997,-122.419946
37.78203,-122.395713
37.788176,-122.404682
37.78226,-122.392125
37.781522,-122.399156
37.786529,-122.405385
37.786529,-122.405385
37.78656,-122.405275
37.238909,-121.973883
37.238909,-121.973883
37.337119,-121.889391
37.337119,-121.889391
37.77714,-122.405153
37.79846,-122.400269
37.798456,-122.399995
37.442773,-122.159474
37.786642,-122.403997
37.786642,-122.403997
37.786844,-122.404042
37.786844,-122.404042
37.792664,-122.406541
37.236957,-121.975021
37.792231,-122.406141
37.789273,-122.399583
37.789273,-122.399583
37.417181,-122.025012
37.377584,-122.064086
37.76028,-122.411927
37.779515,-122.396102
37.770445,-122.404141
37.777062,-122.41238
37.784211,-122.398987
37.394497,-122.050391
37.775329,-122.397653
37.775329,-122.397653
37.775336,-122.397647
37.800349,-122.400758
37.787795,-122.402906
37.78459,-122.398566
37.784558,-122.398564
37.784558,-122.398564
37.389879,-122.067676
37.786784,-122.401279
37.697403,-121.909145
37.779398,-122.393011
37.779501,-122.393038
37.546319,-122.064388
37.788307,-122.402957
37.779035,-122.393586
37.779035,-122.393586
37.782333,-122.407604
37.786708,-122.400844
37.795242,-122.403654
37.795246,-122.403523
37.795242,-122.403654
37.795246,-122.403523
37.795242,-122.403654
37.777739,-122.395441
37.777739,-122.395441
37.775234,-122.399659
37.771032,-122.403307
37.771032,-122.403307
37.787265,-122.401168
37.787275,-122.401127
37.387912,-122.083125
37.387999,-122.082985
37.792912,-122.405211
37.792912,-122.405211
37.792936,-122.405378
37.792912,-122.405211
37.792912,-122.405211
37.775591,-122.398012
37.797512,-122.399816
37.845796,-122.29669
37.772775,-122.402309
37.783797,-122.396507
37.845358,-122.291794
37.785928,-122.398847
37.784547,-122.397215
37.784517,-122.397194
37.786029,-122.398555
37.419235,-121.978859
37.788622,-122.40164
37.788653,-122.40168
37.788653,-122.40168
37.781695,-122.39106
37.781695,-122.39106
37.695488,-121.9218
37.695881,-121.924518
37.785269,-122.397576
37.697751,-121.923222
37.78671,-122.398897
37.697788,-121.925522
37.763441,-122.417039
37.65869,-122.400136
40.74273,-73.991864
37.402611,-122.049253
37.78797,-122.400204
37.771206,-122.401662
37.792359,-122.404738
37.778035,-122.396166
37.771696,-122.40257
37.771704,-122.402634
37.795184,-122.402764
37.784126,-122.395826
37.784199,-122.395895
37.792955,-122.404794
37.792922,-122.404737
37.797587,-122.400685
40.749324,-73.975909
37.776142,-122.409695
37.563562,-122.324503
37.563562,-122.324503
40.746545,-73.984982
37.782263,-122.392143
37.841406,-122.291085
37.789215,-122.4008
37.789215,-122.4008
37.789215,-122.4008
37.789215,-122.4008
37.787077,-122.398189
37.789137,-122.410081
37.787171,-122.398138
37.78691,-122.397679
37.789279,-122.410011
37.840151,-122.290686
37.840151,-122.290686
37.786969,-122.397569
37.786908,-122.397483
37.787258,-122.398063
37.787258,-122.398063
37.792982,-122.404143
37.788465,-122.400666
37.762642,-122.402942
37.787107,-122.397547
37.782257,-122.392295
37.793954,-122.402636
37.778974,-122.409555
37.391861,-122.034289
37.789551,-122.400313
37.789551,-122.400313
37.789551,-122.400313
37.789831,-122.400272
37.789551,-122.400313
37.789551,-122.400313
37.789551,-122.400313
37.789551,-122.400313
